,id,kanji,strokes,grade,kanji_classification,jlpt_test,name_of_radical,radical_freq,reading_with_joyo,reading_beyond_joyo,nb_of_on,on_within_joyo,kanji_id_nelson,nb_meanings_on,translation_of_on,nb_kun_within_joyo_inflections,nb_kun_within_joyo_no_inflections,kun_within_joyo,nb_meanings_kun,translation_of_kun,year_inclusion,kanji_frq_proper_nouns,acc_frq_on_with_proper_nouns,acc_frq_on_with_proper_nouns.1,on_ratio_with_proper_nouns,acc_frq_on_beyond_joyo_with_proper_nouns,acc_frq_kun_beyond_joyo_with_proper_nouns,acc_on_ratio_beyond_joyo_with_proper_nouns,kanji_frequency_without_proper_nouns,acc_frq_on_without_proper_nouns,acc_frq_kun_without_proper_nouns,on_ratio_without_proper_nouns,acc_frq_on_beyond_joyo_without_proper_nouns,acc_frq_kun_beyond_joyo_without_proper_nouns,on_ratio_beyond_joyo_without_proper_nouns,left_kanji_prod,right_kanji_prod,acc_frq_left_prod,acc_frq_right_prod,symmetry,left_entropy,right_entropy,left_1_sound,left_1_frq,left_2_sound,left_2_frq,left_3_sound,left_3_frq,left_4_sound,left_4_frq,left_5_sound,left_5_frq,left_6_sound,left_6_freq,right_1_sound,right_1_frq,right_2_sound,right_2_frq,right_3_sound,right_3_frq,right_4_sound,right_4_frq,right_5_sound,right_5_frq,right_6_sound,right_6_frq,right_7_sound,right_7_frq,bert_small_embeddings,tsne_2D_coordinates
1224,1225,草,9,1,形声 Phonetic,3,Kusakanmuri,47,ソウ、くさ,,1,soo,5032,6,"grass; grass hand (writing); weeds; herbs, plants, pasture",1,1,kusa,6,"grass; grass hand (writing); weeds; herbs, plants, pasture",1981,34002,12082,20784,0.368,0,0,0.368,20753,10270,9872,0.51,0,0,0.51,39,32,5581,6346,S,3.923406265,2.945857297,soo,4,kusa,1,zoo,173,,0,,0,,0,soo,3,kusa,1,gusa,1,zoo,66,,0,,0,,0,"[-0.99992025  0.0246463  -0.9970522   0.96459234 -0.9258081   0.6446561
 -0.7375605  -0.24015784 -0.03380041  0.06022903 -0.91236734 -0.06867258
 -0.06382279  0.9999948  -0.7129391  -0.23399352 -0.8377446   0.12523916
 -0.9780521   0.8141874   0.68434465 -0.13864936  0.96352714  0.8761316
 -0.99468726  0.02644197 -0.9995728  -0.38194117  0.9925891   0.0983133
  0.15507525 -0.27102217 -0.9996468  -0.8835106   0.19191901  0.99998903
 -0.9714931   0.07637616  0.98498535 -0.9932262  -0.8031004   0.9430322
 -0.99586654  0.8450717  -0.99993116 -0.08437452 -0.99855304  0.9986302
  0.03913038  0.98457795  0.954761    0.45903757 -0.01672176 -0.21877897
  0.9709395   0.9997726  -0.9985396  -0.5235264   0.5340747  -0.8097634
  0.02178676  0.2547342  -0.85562074  0.8632041  -0.7595883  -0.99998695
  0.59131455  0.08797562  0.9321497   0.96375614  0.9929293   0.13758211
 -0.997817   -0.07030889  0.7547673  -0.9617355  -0.6089246  -0.05273129
 -0.26445282  0.06710073  0.49527276  0.20538346 -0.99728197 -0.9116838
  0.99947405 -0.8177926   0.07331558 -0.69117117 -0.96500003  0.5865095
 -0.9762439   0.9436269   0.8246315   0.841929    0.9683929   0.6787127
 -0.74589384  0.91964996 -0.9993422  -0.993663   -0.768099    0.995138
 -0.9995547  -0.8329019  -0.99346805  0.45039502 -0.99877256 -0.9934604
 -0.61961144  0.3545921   0.99357367 -0.35416794 -0.84264106  0.9893459
 -0.99998915 -0.00131699  0.2810564  -0.8650654   0.08410535 -0.98153025
  0.01192861 -0.999943   -0.6403938   0.92173517 -0.99903196  0.91654336
  0.9887563   0.93966895]",[ 28.413895 -10.769764]
1225,1226,送,9,3,形声 Phonetic,4,Shinnyoo,51,ソウ、おく-る,,1,soo,6039,1,sending,1,1,oku(ru),10,"send, ship; transmit; remit; see off; see home, escort; spend (one's) time, live (a life); add",1981,155394,98082,55785,0.637,0,0,0.637,149941,94127,55785,0.628,0,0,0.628,27,19,69955,23104,S,2.088554818,3.250480236,soo,23,,0,,0,,0,,0,,0,soo,69,,0,,0,,0,,0,,0,,0,"[-0.9999994   0.16914327 -0.9996141  -0.40284404 -0.99840665 -0.02420555
 -0.9439763   0.23991472  0.12143086 -0.04638777 -0.30990177 -0.13872409
 -0.09884428  0.9999995  -0.15705082 -0.9720391   0.6455971   0.02150899
 -0.9182103   0.9294181   0.9074552   0.10808381  0.934691    0.4553766
 -0.99999446 -0.02410554 -0.9999174   0.6899541   0.9974953   0.04178834
 -0.00108702  0.0381883  -0.9721777  -0.8730787   0.89823127  0.9999609
 -0.97964644 -0.07984786  0.99739385 -0.99827015  0.9608894   0.99486315
 -0.99935293  0.976144   -0.99822795 -0.26633075 -0.99498004  0.99306434
  0.98554784  0.9997124   0.6566863  -0.7913775  -0.01908274  0.8569965
  0.94018567  0.93588316 -0.06563742 -0.98651594  0.9912694  -0.4622791
  0.04228736  0.81880903 -0.9832387   0.9931521  -0.9750965  -0.9999993
  0.16900903  0.9667317   0.8465125   0.9964321   0.9998092   0.07196546
 -0.9973088   0.12044822  0.94111127 -0.9983962  -0.913215    0.14725392
 -0.6187527   0.15205842  0.50624293 -0.18287776 -0.9954691  -0.999904
  0.9999589  -0.98580587 -0.44773486 -0.00573914  0.12479814  0.81039983
  0.44979352  0.9983554  -0.92199427  0.9789837   0.12855786  0.39367107
 -0.9551225   0.9440679  -0.99998325 -0.56909084 -0.9706952   0.80828834
 -0.9998614  -0.9846269  -0.9987989  -0.20844893 -0.9980898  -0.99707
  0.80926234  0.9369961   0.9998623   0.5407225  -0.96199054  0.99864817
 -0.99997973  0.07676251 -0.3209217   0.5967653   0.27421606 -0.99914795
  0.1720546  -0.9999925  -0.82723075  0.8593254  -0.99989647  0.9940047
  0.9626057   0.98296857]",[-27.343004  37.902943]
1226,1227,倉,10,4,象形 Pictographic,1,"Hito, Ninben, Hitoyane",104,ソウ、くら,,1,soo,255,1,storehouse,1,1,kura,7,"warehouse, godown; cellar; depository, treasury; granary, elevator",1981,40861,3015,37175,0.075,0,0,0.075,6488,2927,3501,0.455,0,0,0.455,7,1,855,2770,P,1.322352294,0,soo,2,,0,,0,,0,,0,,0,gura,687,soo,157,,0,,0,,0,,0,,0,"[-0.9999959  -0.01444489 -0.9988653   0.8955689  -0.99571013  0.5750165
 -0.98098516 -0.6897666   0.18018211 -0.02897969 -0.21345593 -0.16826193
 -0.01901698  0.99999654 -0.86024    -0.47928452  0.958927    0.10012352
 -0.93145555  0.5166071   0.8681775  -0.04715579 -0.02396939 -0.4415236
 -0.9975623  -0.09252834 -0.99935436  0.97739863  0.979566    0.03555386
 -0.13426459 -0.17964527 -0.9987396  -0.9554859   0.89311653  0.9995892
 -0.9816155   0.13391124  0.9312669  -0.9990626   0.9715764   0.9547628
 -0.999609    0.93596166 -0.9996408  -0.02409852 -0.99580204  0.99956983
  0.5765566   0.99290425  0.7683055  -0.5723197  -0.13172583  0.9873676
  0.9884278   0.995953   -0.96244395  0.04941093  0.9852965   0.46950477
  0.01301664  0.51273704 -0.88268554  0.9190568  -0.27754262 -0.9999921
 -0.39708295 -0.00291755  0.9789419   0.93304604  0.9988458   0.3869758
 -0.96336514 -0.04968209  0.84901017 -0.96541405 -0.8912213   0.1532379
 -0.30791637 -0.0411295  -0.25053254  0.15865599 -0.9981202  -0.9667102
  0.99967587 -0.95085394 -0.10396883 -0.9668989  -0.9710956  -0.46939486
 -0.16125679  0.99823797 -0.93739724  0.9476323   0.9561769   0.9353364
 -0.647025    0.7648591  -0.9998434  -0.98013365 -0.9830468   0.88114536
 -0.9995197  -0.967913   -0.99822325  0.48501694 -0.9992585  -0.9803958
 -0.850964    0.65052956  0.99859095  0.76668453 -0.6309142   0.9990285
 -0.99998295 -0.06312747 -0.74837697  0.33712822  0.1083898  -0.9989421
  0.10208216 -0.9999634  -0.85379595  0.98971206 -0.99893564  0.99958426
  0.97184694  0.9945809 ]",[15.808377 31.067549]
1227,1228,捜,10,7,形声 Phonetic,2,Tehen,89,ソウ、さが-す,,1,soo,2168,4,"search, look for, locate; glean",1,1,saga(su),4,"search, look for, locate; glean",1981,73463,71248,2188,0.97,0,0,0.97,73375,71160,2188,0.97,0,0,0.97,1,2,7187,63973,.,0,0.66921599,soo,63,,0,,0,,0,,0,,0,soo,7,,0,,0,,0,,0,,0,,0,"[-0.99999595  0.16980036 -0.9992957   0.07699857 -0.9961901  -0.27783298
 -0.993305   -0.88612366  0.13724224 -0.19828202 -0.922159   -0.20535026
 -0.13304594  1.         -0.57257825 -0.96601045 -0.19051746  0.09294506
 -0.9481196   0.9949343   0.9064914   0.07798369  0.9986068   0.9755038
 -0.9998952  -0.1357402  -0.99998856 -0.18290778  0.99334633 -0.01669672
 -0.1437617  -0.03921458 -0.9955233   0.54359794  0.8515795   0.99998385
 -0.90962386 -0.08007218  0.9955357  -0.99976176  0.6807056   0.988518
 -0.99915373  0.950712   -1.         -0.20564298 -0.9995075   0.99855924
  0.87619525  0.998627    0.790916   -0.6580492  -0.12955756  0.82149506
  0.9977763   0.9999937  -0.9996101  -0.89662117  0.90260726 -0.95431584
 -0.07650214  0.7826941  -0.93418527  0.9892108  -0.47440654 -1.
 -0.4425624   0.8841499   0.9584379   0.980437    0.99251574  0.2905268
 -0.99941325  0.006431    0.43157795 -0.96804017 -0.02204422  0.13494484
 -0.19643867  0.07841203  0.818544   -0.11474761 -0.9545469  -0.99964285
  0.9997571  -0.9956502   0.7105627  -0.07684535 -0.33416298  0.9646086
 -0.99841076  0.99125445  0.44745645  0.9905154   0.22479442 -0.43444893
 -0.94392574  0.9705723  -0.9998953  -0.92098683 -0.99604714  0.9715711
 -0.9997213  -0.95982397 -0.9841872  -0.75997835 -0.99955344 -0.99853975
 -0.41583884  0.5483774   0.999968   -0.62334013 -0.9275873   0.9992671
 -1.         -0.01107141 -0.2482449   0.58589333  0.24880794 -0.97274303
  0.31901002 -0.9999943   0.03613172  0.95393145 -0.9995151   0.9197836
  0.95029914  0.97836393]",[-16.594091 -32.386456]
1228,1229,挿,10,7,形声 Phonetic,1,Tehen,89,ソウ、さ-す,,1,soo,2167,5,"insert, put in; graft (a branch); wear (a sword); carry (in the belt)",1,1,sa(su),5,"insert, put in; graft (a branch); wear (a sword); carry (in the belt)",1981,2367,1111,1122,0.498,0,0,0.498,2366,1110,1122,0.497,0,0,0.497,0,6,0,1996,R,0,1.518222908,soo,1,sa,886,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"[-0.99999297  0.07107341 -0.9997555  -0.28300178 -0.9946489  -0.49275422
 -0.9908882  -0.3997797   0.06253689 -0.13296477 -0.89765155 -0.17032318
 -0.02279839  1.         -0.62725455 -0.9744934   0.02620949  0.1197866
 -0.94077665  0.9447351   0.9565524  -0.01424253  0.98083395  0.81081825
 -0.99994344 -0.00508975 -0.99998903  0.34521386  0.9852645   0.08358499
 -0.06530717 -0.08868773 -0.9976358   0.48922628 -0.3396986   0.9999941
 -0.9371073   0.07771479  0.9940119  -0.9962535   0.97536325  0.95653266
 -0.99791944  0.8942547  -0.99999917 -0.08884764 -0.99983317  0.9995924
  0.90393317  0.99910855  0.98006964  0.38419765 -0.15701388  0.95672184
  0.9886226   0.9999824  -0.99952507 -0.82788867  0.64455116 -0.99165606
 -0.07778931  0.7787254  -0.5516202   0.9928181  -0.6944264  -1.
 -0.83303064  0.4809161   0.2931992   0.90495855  0.99942786  0.09829291
 -0.99961054 -0.10221611  0.6653614  -0.99134105 -0.2326944   0.11977711
 -0.58258563 -0.06099648 -0.47499746  0.12032896 -0.9669778  -0.9999294
  0.9999616  -0.99500555  0.706232   -0.8054449  -0.18877144  0.9876003
 -0.99845666  0.9461715  -0.63926697  0.9850674  -0.01381122  0.14277957
 -0.915532    0.08163609 -0.999912   -0.99715304 -0.9970541   0.977798
 -0.9997084  -0.70745736 -0.7952272   0.01207183 -0.99934113 -0.99735713
  0.46560568  0.85095537  0.9994543  -0.5669772  -0.9449076   0.9982377
 -1.         -0.05777685  0.62786055 -0.19843572  0.15067683 -0.9752759
  0.13481385 -0.9999949  -0.5201965   0.27969024 -0.9999082   0.910797
  0.9678831   0.92967933]",[ -9.254267 -41.08017 ]
1229,1230,桑,10,7,象形 Pictographic,1,"Ki, Kihen",85,ソウ、くわ,,1,soo,2661,1,mulberry,1,1,kuwa,1,mulberry,1981,6610,1467,5048,0.225,0,0,0.225,1699,779,913,0.46,0,0,0.46,1,6,103,918,S,0,1.054284459,soo,676,kuwa,242,,0,,0,,0,,0,soo,103,,0,,0,,0,,0,,0,,0,"[-0.9999992   0.00245734 -0.99876946 -0.12888296 -0.99593806 -0.48786172
 -0.7062198  -0.9010841   0.03800697  0.01019024  0.02857711 -0.02451008
 -0.09996396  0.9999997  -0.40056    -0.6906202   0.54497117 -0.00102665
 -0.8422787  -0.18129744  0.9449128   0.07668605 -0.0080756  -0.4450732
 -0.9997475  -0.02553194 -0.9999003   0.7032605   0.9192628   0.12623444
 -0.04502317 -0.01639398 -0.9757648  -0.68652904  0.48804882  0.99937737
 -0.9926514  -0.01815398  0.9937642  -0.9961721   0.9921136   0.96103185
 -0.99643135  0.983112   -0.99979186 -0.20899805 -0.9854583   0.9978659
  0.9854354   0.9995045   0.71284676  0.06491576  0.01265967  0.41373497
  0.7046083   0.9949547  -0.89435893 -0.94812906  0.9867495  -0.00805267
  0.01022985  0.85433775 -0.96655935  0.9820998  -0.97938895 -0.99999934
 -0.8114089   0.8626982   0.8381007   0.96184075  0.99914116  0.20687826
 -0.9704192  -0.02133709  0.9657363  -0.9987919  -0.80386657  0.24208745
 -0.8402135   0.03806719 -0.45381165 -0.06849755 -0.96521366 -0.9993803
  0.9996549  -0.9850575  -0.848189   -0.9264509  -0.8376369  -0.56367546
 -0.6331842   0.99365485 -0.9279437   0.72979295  0.37654176  0.53893775
 -0.62443316  0.9631618  -0.99995905 -0.18796644 -0.9869087   0.7518205
 -0.9999161  -0.9682341  -0.9960163  -0.5632095  -0.99964285 -0.9984004
  0.75646985  0.77839965  0.99960494  0.13905317 -0.93468773  0.9991353
 -0.999996   -0.0067247  -0.73186886  0.55630195  0.12972277 -0.9999113
  0.14044105 -0.9999939  -0.849842    0.7818258  -0.9997764   0.9971585
  0.6579327   0.9896456 ]",[-5.102309 41.277496]
1230,1231,巣,11,4,象形 Pictographic,1,Tsukanmuri,4,ソウ、す,,1,soo,2705,7,"nest, rookery, breeding place, beehive, cobweb; den, haunt",1,1,su,7,"nest, rookery, breeding place, beehive, cobweb; den, haunt",1981,7348,1294,5103,0.202,0,0,0.202,5431,1293,4122,0.239,0,0,0.239,7,2,2144,145,S,2.133719375,0.748670833,su,114,soo,31,,0,,0,,0,,0,soo,1,su,891,,0,,0,,0,,0,,0,"[-0.99999106  0.05921309 -0.9964249   0.9599401  -0.9408743  -0.10035985
 -0.71795326 -0.9718201   0.11313833  0.07839012 -0.8430297   0.00783327
 -0.22866672  0.99999833 -0.6166541  -0.82265     0.23040397  0.04105747
 -0.8113778   0.10486174  0.78082883  0.0100688   0.6020017   0.6859397
 -0.96695983  0.03586804 -0.9998946   0.47496614  0.91749203  0.07194844
  0.14774232 -0.2815558  -0.9956781  -0.76363575  0.72030294  0.9999636
 -0.9971113  -0.05290415  0.9781936  -0.99813235  0.8635805   0.8632311
 -0.9928857   0.75013167 -0.9999218  -0.1268813  -0.99699605  0.99794286
 -0.28110784  0.98753947  0.89023197 -0.42091757  0.00618721  0.9540969
  0.99333006  0.99968934 -0.9975529  -0.870208    0.55081594 -0.9107034
  0.08886213  0.6836143  -0.80813503  0.73785263 -0.13270517 -0.99999505
 -0.18535152  0.05548353  0.9284276   0.9572142   0.98593616  0.22566253
 -0.99616313 -0.0010007   0.5957512  -0.96164143  0.47095722  0.05130246
 -0.7276614   0.18416852  0.53340447  0.07569783 -0.9652226  -0.89813
  0.99932057 -0.9961613   0.62485904 -0.9445851  -0.9861235   0.44618535
 -0.96700245  0.94676495  0.30880368  0.97982275  0.9706803   0.50899214
 -0.83012265  0.86129475 -0.999236   -0.9920678  -0.9636452   0.9974096
 -0.999253   -0.27749017 -0.9535105  -0.4869199  -0.99943906 -0.99076456
 -0.69260013  0.86699706  0.99953645 -0.0023197  -0.91790116  0.997288
 -0.9999921  -0.07125216 -0.7410135  -0.7367196   0.05210008 -0.9937411
  0.140502   -0.9999762  -0.19462141  0.9510301  -0.9976604   0.98258173
  0.9365098   0.93359524]",[19.894905  9.141336]
1231,1232,掃,11,7,形声 Phonetic,2,Tehen,89,ソウ、は-く,,1,soo,2207,3,sweep; brush; gather up,1,1,ha(ku),3,sweep; brush; gather up,1981,11537,11262,220,0.981,0,0,0.981,11536,11262,220,0.981,0,0,0.981,2,6,4899,6296,S,0.958384415,1.262515333,soo,6,,0,,0,,0,,0,,0,soo,4,,0,,0,,0,,0,,0,,0,"[-0.99999213  0.04151699 -0.9996584   0.3714247  -0.9988288  -0.6126238
 -0.9921147  -0.25914028  0.09287097 -0.17900291 -0.86822987 -0.25712967
 -0.05115801  1.         -0.8107636  -0.90468895 -0.15162854  0.14137287
 -0.98525214  0.993312    0.93818754  0.00766712  0.9959824   0.91023505
 -0.9996779  -0.06392362 -0.99999696 -0.3449558   0.9972162  -0.01081745
 -0.11679534 -0.20046575 -0.99705386  0.12114302  0.62718815  0.9999961
 -0.95183074  0.04255883  0.99685514 -0.99851507  0.4852412   0.99462837
 -0.99873805  0.9797302  -0.99999934 -0.116201   -0.9994515   0.9992045
  0.9370147   0.9959862   0.83399576 -0.25815096 -0.20686741  0.8671713
  0.99652976  0.9999802  -0.9987115  -0.96893626  0.6362848  -0.93981385
 -0.14263342  0.85745156 -0.9718738   0.99070317 -0.865467   -1.
 -0.14367877  0.81725824  0.9162477   0.9850131   0.9996726   0.26145077
 -0.99921244 -0.18902743  0.7756589  -0.9762893  -0.81679195  0.12396575
 -0.45298317 -0.03805273  0.7952982   0.02096614 -0.98696387 -0.99830955
  0.9999614  -0.9851441   0.41658628  0.3964672  -0.04041934  0.95149916
 -0.9954423   0.97423476 -0.49125862  0.97158706  0.19759764 -0.49982297
 -0.9467697   0.9571217  -0.99994826 -0.98184556 -0.9811342   0.9814594
 -0.9999022  -0.7527453  -0.98844916  0.1349274  -0.9999056  -0.9991275
  0.16565157  0.6282216   0.99990916 -0.5954043  -0.9661511   0.9990471
 -1.         -0.12584709  0.57893395 -0.03551422  0.16708408 -0.9723284
  0.07389943 -0.9999988  -0.34122545  0.9279453  -0.9998898   0.8896374
  0.96586794  0.97089446]",[-10.588994 -26.951412]
1234,1235,爽,11,7,会意 Com. Ideographic,1,"Meme, Kou",1,ソウ、さわ-やか,,1,soo,3520,6,"refreshing, bracing; clear, resonant, sweet(voice); fluent",1,1,sawa(yaka),6,"refreshing, bracing; clear, resonant, sweet(voice); fluent",2010,892,414,49,0.894,0,0,0.894,889,411,49,0.893,0,0,0.893,2,3,58,352,S,0.12565805,0.056238752,soo,352,,0,,0,,0,,0,,0,soo,58,,0,,0,,0,,0,,0,,0,"[-0.9999861   0.09279147 -0.999267    0.5820733  -0.9950453  -0.1627098
 -0.9785794   0.6835318  -0.00294549 -0.05931976 -0.8303221  -0.19167843
 -0.05662712  1.         -0.7637645  -0.9835348  -0.30201226  0.11433506
 -0.98240685  0.9627454   0.85731775  0.03444394  0.9954864   0.88188094
 -0.99956894 -0.02222872 -0.99999315 -0.45565605  0.99388784  0.15978728
  0.09873809 -0.02494369 -0.9965573   0.21239589 -0.84870315  0.9999886
 -0.88163066 -0.08520743  0.96974355 -0.99274814  0.7449628   0.9857859
 -0.9862679   0.9175432  -0.9999968  -0.23020649 -0.9977004   0.9964985
  0.9295519   0.9977606   0.8581829  -0.6699961  -0.08225241  0.4695227
  0.9724336   0.999955   -0.9982782  -0.51908773  0.15238075 -0.50202143
 -0.01819478  0.3631985  -0.89277107  0.98530483 -0.96691275 -0.9999997
 -0.55067563  0.7791244   0.94279915  0.9605953   0.99982923 -0.07177784
 -0.9983514   0.09261885  0.9264143  -0.9925548  -0.9178052   0.08134024
 -0.5408695   0.09937734  0.80437905 -0.04084649 -0.9939636  -0.99949735
  0.9998575  -0.8550081   0.47777614  0.15622659  0.78724164  0.91003466
 -0.99363     0.959942   -0.722288    0.9735981   0.38881648 -0.09867235
 -0.90580314  0.96421474 -0.99973154 -0.9802255  -0.9637068   0.9742732
 -0.9996327  -0.97664016 -0.95051825  0.41274896 -0.9988098  -0.9977854
  0.45709342  0.8696584   0.99950486 -0.3965138  -0.9430894   0.9987491
 -1.          0.11201477 -0.6178401  -0.08246456  0.15691407 -0.9723804
  0.14601696 -0.9999915  -0.6509542   0.8735893  -0.9997972   0.7161717
  0.95088124  0.9485768 ]",[ 24.721478 -38.78337 ]
1235,1236,窓,11,6,形声 Phonetic,3,"Ana, Anakanmuri",10,ソウ、まど,,1,soo,4201,1,window,1,1,mado,1,window,1981,18178,1961,16129,0.108,0,0,0.108,18149,1958,16103,0.108,0,0,0.108,11,4,772,7823,S,2.303360771,0.412193088,mado,7,,0,,0,,0,,0,,0,soo,523,mado,215,,0,,0,,0,,0,,0,"[-0.9999985   0.02741499 -0.9995258   0.019002   -0.9815155   0.13478214
 -0.92931485 -0.84721243  0.0609116  -0.0543246  -0.5568443  -0.19354098
  0.02000939  0.9999966  -0.5758056  -0.82298756  0.80557466  0.0203596
 -0.9481362   0.8375278   0.79431677  0.06621034  0.719273    0.5151573
 -0.9998265  -0.11041463 -0.9992348   0.9635854   0.9992404   0.08527039
 -0.07382918  0.06324386 -0.98469496 -0.9480501   0.9632062   0.9999491
 -0.9529869  -0.00147868  0.9859197  -0.99810857  0.993155    0.97219086
 -0.99936086  0.95834863 -0.99789435 -0.23374474 -0.9895586   0.9991152
  0.859651    0.9915961   0.83849406 -0.3514734  -0.09981641  0.7181029
  0.98423207  0.95165986 -0.3283592  -0.9110197   0.9977891  -0.35730714
  0.00771879  0.7219542  -0.98124164  0.9292373  -0.8647238  -0.9999951
 -0.41622627  0.90509343  0.91824687  0.9924724   0.992178    0.15730691
 -0.99493927  0.17363292  0.90693235 -0.99196655 -0.9513652   0.19740817
 -0.41716486  0.0638422   0.30749738 -0.02096481 -0.996327   -0.9989676
  0.9999     -0.96004885 -0.3401261  -0.4491933  -0.16928008  0.10035659
  0.63996994  0.9989416  -0.88576126  0.9817435   0.9045513   0.9255513
 -0.90401405  0.9586036  -0.9999132  -0.8853244  -0.93511665  0.7489034
 -0.9996828  -0.96691537 -0.9965048  -0.16020305 -0.9993077  -0.98146987
  0.66152894  0.79438406  0.99922055  0.9034294  -0.9023222   0.99777967
 -0.9999583   0.11590489 -0.51182926  0.40140694  0.1430342  -0.99741465
  0.12944065 -0.9999877  -0.84984064  0.9438452  -0.99952215  0.99914545
  0.98434913  0.9910217 ]",[-12.858353  31.884493]
1237,1238,喪,12,7,会意 Com. Ideographic,1,"Kuchi, Kuchihen",70,ソウ、も,うしな,1,soo,853,1,mourning,1,1,mo,1,mourning,1981,15053,2450,12585,0.163,0,18,0.163,15053,2450,12585,0.163,0,18,0.163,3,7,159,14111,S,1.203136728,0.737597885,mo,12,soo,1,,0,,0,,0,,0,mo,96,soo,63,,0,,0,,0,,0,,0,"[-0.9999986   0.10594673 -0.99941957  0.70664674 -0.9929848  -0.27318057
 -0.21878065 -0.96249837  0.09162758  0.0742171  -0.2884268  -0.04448998
 -0.06590974  0.9999986  -0.8526804  -0.913163    0.7114264   0.05177597
 -0.9537655   0.54643327  0.95533437  0.01272457  0.89596194  0.02439114
 -0.9997293  -0.11896298 -0.9997026   0.82136047  0.9985959   0.07511436
 -0.03234751 -0.02681603 -0.94494665 -0.79653424  0.8014847   0.99995834
 -0.9882031  -0.06790799  0.9976124  -0.9982366   0.98849446  0.9517204
 -0.99854016  0.77158374 -0.9996062  -0.21869147 -0.9813119   0.9979423
  0.97641057  0.99772877  0.8448957   0.17690697  0.04077447 -0.20624392
  0.962362    0.9943946  -0.88886184 -0.86810845  0.97625077 -0.83512384
 -0.05617374  0.82792306 -0.9861748   0.9674799  -0.9443837  -0.99999696
 -0.24698547  0.8008933   0.8985404   0.99413216  0.98869586  0.14752865
 -0.9832287   0.14651512  0.8746833  -0.99539816 -0.9581133   0.18934882
 -0.61215836  0.10531998  0.17412855 -0.09822878 -0.98429316 -0.9988157
  0.999935   -0.97568744  0.06804902 -0.96363896 -0.5697931  -0.3100502
 -0.22333805  0.9982194  -0.7388778   0.8852589   0.94573444  0.7175862
 -0.6585179   0.94122875 -0.9999471  -0.9588597  -0.8959656   0.94091564
 -0.9998665  -0.9624662  -0.9948489  -0.7993008  -0.99958265 -0.9905599
  0.89270437  0.99259305  0.99971825  0.7346661  -0.96038634  0.996921
 -0.9999866  -0.01194448 -0.68816614 -0.63252854  0.16867469 -0.99923056
  0.20773618 -0.99999595 -0.89784944  0.91346806 -0.999571    0.99533284
  0.9500106   0.9666723 ]",[-4.4395113 22.37703  ]
1238,1239,痩,12,7,形声 Phonetic,0,Yamaidare,15,ソウ、や-せる,,1,soo,3832,1,get thin,1,1,ya(seru),1,get thin,2010,174,50,124,0.287,0,0,0.287,174,50,124,0.287,0,0,0.287,0,2,0,50,.,0,0.468995594,soo,50,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"[-0.9999977  -0.06880895 -0.9987853  -0.03906125 -0.9982409   0.12703946
 -0.7868624  -0.93818337 -0.03620006  0.01744833 -0.5130471  -0.09456035
 -0.03056877  0.99999005 -0.16211829 -0.9650293   0.84878546  0.05453671
 -0.8804138   0.89928406  0.8288908   0.03141215  0.9591559   0.76552993
 -0.9999836  -0.05960777 -0.9998215   0.9040245   0.9983033   0.19872297
 -0.01406345  0.07864044 -0.997202   -0.55400515  0.98683053  0.99974036
 -0.9672543  -0.03938561  0.9720784  -0.99460983  0.9248253   0.9842941
 -0.9974276   0.98339593 -0.99676585 -0.21416959 -0.98706     0.9853424
  0.980436    0.9859792   0.946816   -0.42197058  0.00533171  0.96146446
  0.94185066  0.9457457  -0.44734898 -0.9946004   0.99040014 -0.77129126
 -0.01408568  0.88824326 -0.7804054   0.97246057 -0.7903319  -0.99998814
  0.15068518  0.86770207  0.7568448   0.9791726   0.99879396  0.03429031
 -0.9855745  -0.00217263  0.8564316  -0.9970125  -0.11349013  0.09114926
 -0.9386028   0.04627525  0.21808566 -0.07110158 -0.90273917 -0.9999815
  0.9996353  -0.93967336  0.44198766 -0.29948926  0.4187332   0.85093915
  0.31055576  0.99485993 -0.7954818   0.9877103   0.201895    0.04009631
 -0.9580295   0.3332063  -0.99985677 -0.9029945  -0.9211655   0.86690754
 -0.9990053  -0.82636124 -0.9941347  -0.83400774 -0.99838346 -0.9895165
  0.7904063   0.8633924   0.9997714   0.5774461  -0.89006567  0.9993509
 -0.99988025  0.01622403  0.7719191   0.8026267   0.09801044 -0.9944965
  0.10605954 -0.99995345 -0.8341425   0.82354754 -0.99959683  0.9886016
  0.9227146   0.98974824]",[-21.025114    2.7251005]
